ftp link	Species	Assembly Status	Assembly Name
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/741/045/GCA_000741045.1_Vradiata_ver6	Vigna radiata	Scaffold	Vradiata_ver6
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/583/005/GCA_000583005.1_Tp1.0	Trifolium pratense	Scaffold	Tp1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/004/515/GCA_000004515.2_V1.1	Glycine max	Chromosome	V1.1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/499/845/GCA_000499845.1_PhaVulg1_0	Phaseolus vulgaris	Chromosome	PhaVulg1_0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/465/365/GCA_000465365.1_Vigna_angularis	Vigna angularis	Scaffold	Vigna angularis
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/332/095/GCA_900332095.2_Cuscuta	Cuscuta campestris	Scaffold	Cuscuta
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/835/305/GCA_009835305.1_UM_IpPur_1.0	Ipomoea purpurea	Scaffold	UM_IpPur_1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/706/985/GCA_004706985.1_ASM470698v1	Ipomoea trifida	Chromosome	ASM470698v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/576/665/GCA_003576665.1_ASM357666v1	Ipomoea trifida	Chromosome	ASM357666v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/576/645/GCA_003576645.1_ASM357664v1	Ipomoea triloba	Chromosome	ASM357664v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/332/095/GCA_900332095.1_ASM90033209v1	Cuscuta campestris	Scaffold	ASM90033209v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/525/835/GCA_002525835.2_ipoBat4	Ipomoea batatas	Chromosome	ipoBat4
Ipomoea batatas	Scaffold	ipoBat4	
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/879/475/GCA_001879475.1_Asagao_1.1	Ipomoea nil	Scaffold	Asagao_1.1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/981/105/GCA_000981105.1_ITRk_r1.0	Ipomoea trifida	Scaffold	ITRk_r1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/978/395/GCA_000978395.1_ITR_r1.0	Ipomoea trifida	Scaffold	ITR_r1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/844/215/GCA_029844215.1_ASM2984421v1	Przewalskia tangutica	Chromosome	ASM2984421v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/783/415/GCA_029783415.1_ASM2978341v1	Anisodus acutangulus	Chromosome	ASM2978341v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/784/015/GCA_029784015.1_AGI_CSIRO_Lferr_CH_V1	Lycium ferocissimum	Chromosome	AGI_CSIRO_Lferr_CH_V1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/770/625/GCA_026770625.1_ASM2677062v1	Nicotiana glauca	Scaffold	ASM2677062v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/035/075/GCA_027035075.1_ASM2703507v1	Capsicum annuum	Chromosome	ASM2703507v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/073/735/GCA_027073735.1_ASM2707373v1	Capsicum annuum	Chromosome	ASM2707373v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/073/695/GCA_027073695.1_ASM2707369v1	Capsicum annuum	Chromosome	ASM2707369v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/073/715/GCA_027073715.1_ASM2707371v1	Capsicum annuum	Chromosome	ASM2707371v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/073/675/GCA_027073675.1_ASM2707367v1	Capsicum annuum	Chromosome	ASM2707367v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/073/635/GCA_027073635.1_ASM2707363v1	Capsicum annuum	Chromosome	ASM2707363v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/073/655/GCA_027073655.1_ASM2707365v1	Capsicum annuum	Chromosome	ASM2707365v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/073/615/GCA_027073615.1_ASM2707361v1	Capsicum annuum	Chromosome	ASM2707361v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/073/555/GCA_027073555.1_ASM2707355v1	Capsicum annuum	Chromosome	ASM2707355v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/073/565/GCA_027073565.1_ASM2707356v1	Capsicum annuum	Chromosome	ASM2707356v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/073/585/GCA_027073585.1_ASM2707358v1	Capsicum annuum	Chromosome	ASM2707358v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/929/995/GCA_026929995.1_Peax403	Petunia axillaris	Chromosome	Peax403
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/120/095/GCA_026120095.1_Arnaucho_INIA	Capsicum chinense	Scaffold	Arnaucho_INIA
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/878/395/GCA_002878395.3_UCD10Xv1.1	Capsicum annuum	Chromosome	UCD10Xv1.1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/292/125/GCA_021292125.1_Ca_59_1.0	Capsicum annuum	Chromosome	Ca_59_1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/175/385/GCA_019175385.1_ASM1917538v1	Lycium barbarum	Chromosome	ASM1917538v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/292/955/GCA_018292955.1_ASM1829295v1	Petunia secreta	Scaffold	ASM1829295v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/107/945/GCA_018107945.1_UCR_Dstr_1.4	Datura stramonium	Scaffold	UCR_Dstr_1.4
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/071/745/GCA_016071745.1_ASM1607174v1	Datura stramonium	Scaffold	ASM1607174v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/071/715/GCA_016071715.1_ASM1607171v1	Datura stramonium	Scaffold	ASM1607171v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/625/405/GCA_013625405.1_IPS_Ppar_1.0	Petunia axillaris	Scaffold	IPS_Ppar_1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/745/865/GCA_011745865.1_SNU_SF_1.0	Capsicum annuum	Scaffold	SNU_SF_1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/745/845/GCA_011745845.1_SNU_ECW_1.0	Capsicum annuum	Scaffold	SNU_ECW_1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/239/525/GCA_005239525.1_ASM523952v1	Nicotiana knightiana	Scaffold	ASM523952v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/239/505/GCA_005239505.1_ASM523950v1	Nicotiana paniculata	Scaffold	ASM523950v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/239/535/GCA_005239535.1_ASM523953v1	Nicotiana rustica	Scaffold	ASM523953v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/239/495/GCA_005239495.1_ASM523949v1	Nicotiana undulata	Scaffold	ASM523949v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/996/215/GCA_003996215.1_ASM399621v1	Jaltomata sinuosa	Scaffold	ASM399621v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/930/595/GCA_002930595.1_NicGla1.0	Nicotiana glauca	Scaffold	NicGla1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/878/395/GCA_002878395.2_UCD10Xv1.0	Capsicum annuum	Chromosome	UCD10Xv1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/878/395/GCA_002878395.1_UCD10Xv1.0	Capsicum annuum	Scaffold	UCD10Xv1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/271/885/GCA_002271885.2_ASM227188v2	Capsicum baccatum	Chromosome	ASM227188v2
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/255/GCA_000512255.2_ASM51225v2	Capsicum annuum	Chromosome	ASM51225v2
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/271/895/GCA_002271895.2_ASM227189v2	Capsicum chinense	Chromosome	ASM227189v2
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/271/885/GCA_002271885.1_ASM227188v1	Capsicum baccatum	Scaffold	ASM227188v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/271/895/GCA_002271895.1_ASM227189v1	Capsicum chinense	Scaffold	ASM227189v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/210/045/GCA_002210045.1_Nitab4.5	Nicotiana tabacum	Scaffold	Nitab4.5
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/018/495/GCA_002018495.1_NIATT_ARIZONA	Nicotiana attenuata	Scaffold	NIATT_ARIZONA
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/018/475/GCA_002018475.1_NIOBT.version3	Nicotiana obtusifolia	Scaffold	NIOBT.version3
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/879/085/GCA_001879085.1_NIATTr2	Nicotiana attenuata	Chromosome	NIATTr2
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/390/325/GCA_000390325.2_Ntom_v01	Nicotiana tomentosiformis	Scaffold	Ntom_v01
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/715/135/GCA_000715135.1_Ntab-TN90	Nicotiana tabacum	Scaffold	Ntab-TN90
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/393/655/GCA_000393655.1_Nsyl	Nicotiana sylvestris	Scaffold	Nsyl
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/390/325/GCA_000390325.1_Ntom_v01	Nicotiana tomentosiformis	Scaffold	Ntom_v01
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/950/795/GCA_000950795.1_Pepper_Chiltepin_Ref_v1.0	Capsicum annuum	Chromosome	Pepper Chiltepin Ref_v1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/710/875/GCA_000710875.1_Pepper_Zunla_1_Ref_v1.0	Capsicum annuum	Chromosome	Pepper Zunla 1 Ref_v1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/715/115/GCA_000715115.1_Noto	Nicotiana otophora	Scaffold	Noto
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/715/095/GCA_000715095.1_Ntab-BX	Nicotiana tabacum	Scaffold	Ntab-BX
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/715/075/GCA_000715075.1_Ntab-K326	Nicotiana tabacum	Scaffold	Ntab-K326
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/255/GCA_000512255.1_PGAv.1.5	Capsicum annuum	Scaffold	PGAv.1.5
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/948/455/GCA_029948455.1_IEDA_Sros_1.0	Solanum rostratum	Chromosome	IEDA_Sros_1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/007/595/GCA_029007595.1_CGN18024_1v5_2	Solanum commersonii	Scaffold	CGN18024_1v5_2
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/789/145/GCA_027789145.1_ASM2778914v1	Solanum arcanum	Chromosome	ASM2778914v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/705/065/GCA_027705065.1_ASM2770506v1	Solanum peruvianum	Scaffold	ASM2770506v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/704/865/GCA_027704865.1_ASM2770486v1	Solanum neorickii	Scaffold	ASM2770486v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/704/805/GCA_027704805.1_ASM2770480v1	Solanum corneliomulleri	Scaffold	ASM2770480v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/179/165/GCA_947179165.2_daSolDulc1.2	Solanum dulcamara	Chromosome	daSolDulc1.2
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/800/125/GCA_011800125.2_ASM1180012v2	Solanum clarkiae	Scaffold	ASM1180012v2
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/153/255/GCA_026153255.1_ASM2615325v1	Solanum medicagineum	Scaffold	ASM2615325v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/179/165/GCA_947179165.1_daSolDulc1.1	Solanum dulcamara	Chromosome	daSolDulc1.1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/774/065/GCA_025774065.1_ASM2577406v1	Solanum ossicruentum	Scaffold	ASM2577406v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/642/045/GCA_025642045.1_ASM2564204v1	Solanum sejunctum	Scaffold	ASM2564204v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/849/865/GCA_009849865.2_ASM984986v2	Solanum stenotomum	Scaffold	ASM984986v2
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/159/065/GCA_023159065.1_dipPot-OKA15-asm	Solanum okadae	Scaffold	dipPot-OKA15-asm
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/186/545/GCA_019186545.1_ASM1918654v1	Solanum stenotomum	Chromosome	ASM1918654v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/342/035/GCA_018342035.1_IUB_Sapp_1.0	Solanum appendiculatum	Scaffold	IUB_Sapp_1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/258/275/GCA_018258275.1_ASM1825827v1	Solanum commersonii	Chromosome	ASM1825827v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/801/875/GCA_016801875.1_ASM1680187v1	Solanum sitiens	Scaffold	ASM1680187v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/800/125/GCA_011800125.1_ASM1180012v1	Solanum clarkiae	Scaffold	ASM1180012v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/887/355/GCA_009887355.1_ASM988735v1	Solanum pinnatisectum	Chromosome	ASM988735v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/849/865/GCA_009849865.1_ASM984986v1	Solanum stenotomum	Scaffold	ASM984986v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/185/335/GCA_900185335.1_hgap-bn	Solanum verrucosum	Scaffold	hgap-bn
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/185/275/GCA_900185275.1_falcon-dt-bn	Solanum verrucosum	Scaffold	falcon-dt-bn
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/185/165/GCA_900185165.1_falcon-bn	Solanum verrucosum	Scaffold	falcon-bn
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/185/145/GCA_900185145.1_discovar-mp-dt-bn	Solanum verrucosum	Scaffold	discovar-mp-dt-bn
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/185/175/GCA_900185175.1_canu-bn	Solanum verrucosum	Scaffold	canu-bn
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/185/155/GCA_900185155.1_10x-bn	Solanum verrucosum	Scaffold	10x-bn
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/185/305/GCA_900185305.1_hgap-mp	Solanum verrucosum	Scaffold	hgap-mp
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/185/325/GCA_900185325.1_falcon-dt	Solanum verrucosum	Scaffold	falcon-dt
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/185/295/GCA_900185295.1_discovar-mp	Solanum verrucosum	Scaffold	discovar-mp
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/185/265/GCA_900185265.1_discovar-mp-dt	Solanum verrucosum	Scaffold	discovar-mp-dt
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/185/315/GCA_900185315.1_discovar-contig	Solanum verrucosum	Scaffold	discovar-contig
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/185/185/GCA_900185185.1_abyss77-mp	Solanum verrucosum	Scaffold	abyss77-mp
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/185/235/GCA_900185235.1_abyss77	Solanum verrucosum	Scaffold	abyss77
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/185/195/GCA_900185195.1_abyss113-mp	Solanum verrucosum	Scaffold	abyss113-mp
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/185/225/GCA_900185225.1_abyss113	Solanum verrucosum	Scaffold	abyss113
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/185/205/GCA_900185205.1_10x	Solanum verrucosum	Scaffold	10x
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/239/805/GCA_001239805.1_ASM123980v1	Solanum commersonii	Scaffold	ASM123980v1
ftp://BGV006775_MAS2.0	Solanum lycopersicum	Chromosome	BGV006775_MAS2.0
ftp://BGV006865_MAS2.0	Solanum lycopersicum	Chromosome	BGV006865_MAS2.0
ftp://BGV007931_MAS2.0	Solanum lycopersicum	Chromosome	BGV007931_MAS2.0
ftp://BGV007989_MAS2.0	Solanum lycopersicum	Chromosome	BGV007989_MAS2.0
ftp://Brandywine_MAS2.0	Solanum lycopersicum	Chromosome	Brandywine_MAS2.0
ftp://EA00371_MAS2.0	Solanum lycopersicum	Chromosome	EA00371_MAS2.0
ftp://EA00990_MAS2.0	Solanum lycopersicum	Chromosome	EA00990_MAS2.0
ftp://Fla.8924_MAS2.0	Solanum lycopersicum	Chromosome	Fla.8924_MAS2.0
ftp://Floradade_MAS2.0	Solanum lycopersicum	Chromosome	Floradade_MAS2.0
ftp://GWHBAUD00000000.genome	Solanum lycopersicum	Chromosome	GWHBAUD00000000.genome
ftp://GWHBJBJ00000000.genome	Solanum lycopersicum	Chromosome	GWHBJBJ00000000.genome
ftp://GWHBOTT00000000.genome	Solanum lycopersicum	Chromosome	GWHBOTT00000000.genome
ftp://GWHBOTU00000000.genome	Solanum lycopersicum	Chromosome	GWHBOTU00000000.genome
ftp://GWHBOTV00000000.genome	Solanum lycopersicum	Chromosome	GWHBOTV00000000.genome
ftp://GWHBOTX00000000.genome	Solanum lycopersicum	Chromosome	GWHBOTX00000000.genome
ftp://GWHBOTZ00000000.genome	Solanum lycopersicum	Chromosome	GWHBOTZ00000000.genome
ftp://GWHBOUB00000000.genome	Solanum lycopersicum	Chromosome	GWHBOUB00000000.genome
ftp://GWHBOUC00000000.genome	Solanum lycopersicum	Chromosome	GWHBOUC00000000.genome
ftp://GWHBOUE00000000.genome	Solanum lycopersicum	Chromosome	GWHBOUE00000000.genome
ftp://GWHBOUF00000000.genome	Solanum lycopersicum	Chromosome	GWHBOUF00000000.genome
ftp://GWHBOUG00000000.genome	Solanum lycopersicum	Chromosome	GWHBOUG00000000.genome
ftp://GWHBOUH00000000.genome	Solanum lycopersicum	Chromosome	GWHBOUH00000000.genome
ftp://GWHBOUI00000000.genome	Solanum lycopersicum	Chromosome	GWHBOUI00000000.genome
ftp://GWHBOUJ00000000.genome	Solanum lycopersicum	Chromosome	GWHBOUJ00000000.genome
ftp://GWHBOUK00000000.genome	Solanum lycopersicum	Chromosome	GWHBOUK00000000.genome
ftp://GWHBOUL00000000.genome	Solanum lycopersicum	Chromosome	GWHBOUL00000000.genome
ftp://LA2093	Solanum lycopersicum	Chromosome	LA2093
ftp://LYC1410_MAS2.0	Solanum lycopersicum	Chromosome	LYC1410_MAS2.0
ftp://M82_MAS2.0	Solanum lycopersicum	Chromosome	M82_MAS2.0
ftp://MM	Solanum lycopersicum	Chromosome	MM
ftp://PAS014479_MAS2.0	Solanum lycopersicum	Chromosome	PAS014479_MAS2.0
ftp://PI169588_MAS2.0	Solanum lycopersicum	Chromosome	PI169588_MAS2.0
ftp://PI303721_MAS2.0	Solanum lycopersicum	Chromosome	PI303721_MAS2.0
ftp://PP	Solanum lycopersicum	Chromosome	PP
ftp://S.chilense.genomic	Solanum chilense	Chromosome	S.chilense.genomic
ftp://S.chmielewskii.genomic	Solanum chmielewskii	Chromosome	S.chmielewskii.genomic
ftp://S.corneliomulleri.genomic	Solanum corneliomulleri	Chromosome	S.corneliomulleri.genomic
ftp://S.galapagense.genomic	Solanum galapagense	Chromosome	S.galapagense.genomic
ftp://S.habrochaites.genomic	Solanum habrochaites	Chromosome	S.habrochaites.genomic
ftp://SL5.0	Solanum lycopersicum	Chromosome	SL5.0
ftp://S.lycopersicoides.genomic	Solanum lycopersicoides	Chromosome	S.lycopersicoides.genomic
ftp://S.lycopersicum.M82.genomic	Solanum lycopersicum	Chromosome	S.lycopersicum.M82.genomic
ftp://S.lycopersicum.ZY65.genomic	Solanum lycopersicum	Chromosome	S.lycopersicum.ZY65.genomic
ftp://S.neorickii.genomic	Solanum neorickii	Chromosome	S.neorickii.genomic
ftp://Solaet3_v1.5	Solanum eathipicum	Chromosome	Solaet3_v1.5
ftp://Solame3_v1.1	Solanum americanum	Chromosome	Solame3_v1.1
ftp://Solang8_v1.1	Solanum anguivi	Chromosome	Solang8_v1.1
ftp://Solcan1_v1.1	Solanum candidum	Chromosome	Solcan1_v1.1
ftp://Solcit1_v1.1	Solanum citrullifolium	Chromosome	Solcit1_v1.1
ftp://Solcle2_v1.2	Solanum cleistogamum	Chromosome	Solcle2_v1.2
ftp://Soletu1_v1.2	Solanum etuberosum	Chromosome	Soletu1_v1.2
ftp://Solgig1_v1.2	Solanum giganteum	Chromosome	Solgig1_v1.2
ftp://Solhav1_v1.2	Solanum havanense	Chromosome	Solhav1_v1.2
ftp://Solins1_v1.1	Solanum insanum	Chromosome	Solins1_v1.1
ftp://Sollin1_v1.2	Solanum linearifolium	Chromosome	Sollin1_v1.2
ftp://Solmac3_v1.5	Solanum macrocarpon	Chromosome	Solmac3_v1.5
ftp://Solmam1_v1.1	Solanum mammosum	Chromosome	Solmam1_v1.1
ftp://Solmur2hap1_v1.3	Solanum muricatum	Chromosome	Solmur2hap1_v1.3
ftp://Solmur2hap2_v1.3	Solanum muricatum	Chromosome	Solmur2hap2_v1.3
ftp://Solpri1_v1.3	Solanum prinophyllum	Chromosome	Solpri1_v1.3
ftp://Solpse1_v1.1	Solanum pseudolulo	Chromosome	Solpse1_v1.1
ftp://Solqui2_v1.3	Solanum quitoense	Chromosome	Solqui2_v1.3
ftp://Solrob1_v1.2	Solanum robustum	Chromosome	Solrob1_v1.2
ftp://Solstr1_v1.1	Solanum stramoniifolium	Chromosome	Solstr1_v1.1
ftp://Soltor1_v1.1	Solanum torvum	Chromosome	Soltor1_v1.1
ftp://Solvio1_v1.1	Solanum violaceum	Chromosome	Solvio1_v1.1
ftp://S.pennellii.genomic	Solanum pennellii	Chromosome	S.pennellii.genomic
ftp://S.peruvianum.genomic	Solanum peruvianum	Chromosome	S.peruvianum.genomic
ftp://TS112	Solanum lycopersicum	Chromosome	TS112
ftp://TS117	Solanum lycopersicum	Chromosome	TS117
ftp://TS118	Solanum lycopersicum	Chromosome	TS118
ftp://TS12	Solanum lycopersicum	Chromosome	TS12
ftp://TS156	Solanum lycopersicum	Chromosome	TS156
ftp://TS15	Solanum lycopersicum	Chromosome	TS15
ftp://TS166	Solanum lycopersicum	Chromosome	TS166
ftp://TS171	Solanum lycopersicum	Chromosome	TS171
ftp://TS185	Solanum lycopersicum	Chromosome	TS185
ftp://TS204	Solanum lycopersicum	Chromosome	TS204
ftp://TS222	Solanum lycopersicum	Chromosome	TS222
ftp://TS238	Solanum lycopersicum	Chromosome	TS238
ftp://TS265	Solanum lycopersicum	Chromosome	TS265
ftp://TS280	Solanum lycopersicum	Chromosome	TS280
ftp://TS281	Solanum lycopersicum	Chromosome	TS281
ftp://TS331	Solanum lycopersicum	Chromosome	TS331
ftp://TS39	Solanum lycopersicum	Chromosome	TS39
ftp://TS3	Solanum lycopersicum	Chromosome	TS3
ftp://TS413	Solanum lycopersicum	Chromosome	TS413
ftp://TS421	Solanum lycopersicum	Chromosome	TS421
ftp://TS439	Solanum lycopersicum	Chromosome	TS439
ftp://TS545	Solanum lycopersicum	Chromosome	TS545
ftp://TS60	Solanum lycopersicum	Chromosome	TS60
ftp://TS623	Solanum lycopersicum	Chromosome	TS623
ftp://TS629	Solanum lycopersicum	Chromosome	TS629
ftp://TS692	Solanum lycopersicum	Chromosome	TS692
ftp://TS80	Solanum lycopersicum	Chromosome	TS80
ftp://TS96	Solanum lycopersicum	Chromosome	TS96
ftp://TS9	Solanum lycopersicum	Chromosome	TS9
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/787/875/GCA_000787875.1_SME_r2.5.1	Solanum melongena	Scaffold	SME_r2.5.1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/063/025/GCA_030063025.1_ASM3006302v1	Avena longiglumis	Chromosome	ASM3006302v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/015/575/GCA_030015575.1_ASM3001557v1	Agapanthus africanus	Chromosome	ASM3001557v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/204/735/GCA_949204735.1_DE01087.PacbioCLRassembly	Alopecurus myosuroides	Scaffold	DE01087.PacbioCLRassembly
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/311/845/GCA_947311845.1_Poa_pratensis_v1	Poa pratensis	Scaffold	Poa_pratensis_v1
Triticum aestivum	Chromosome	10wheat_assembly_spelt	
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/783/385/GCA_029783385.1_ASM2978338v1	Hordeum vulgare	Chromosome	ASM2978338v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/782/615/GCA_029782615.1_ASM2978261v1	Hordeum vulgare	Chromosome	ASM2978261v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/775/835/GCA_029775835.1_ASM2977583v1	Zea mays	Chromosome	ASM2977583v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/747/655/GCA_029747655.1_EnVent_Maze_1.0	Ensete ventricosum	Scaffold	EnVent_Maze_1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/677/425/GCA_029677425.1_ASM2967742v1	Wolffia australiana	Chromosome	ASM2967742v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/449/295/GCA_029449295.1_ASM2944929v1	Zea luxurians	Scaffold	ASM2944929v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/379/175/GCA_029379175.1_CI16139_4H_1.0	Hordeum vulgare	Scaffold	CI16139_4H_1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/339/315/GCA_029339315.1_ASM2933931v1	Ananas comosus	Chromosome	ASM2933931v1
